ID,dr_doi,primary,rel_pub_url,rel_pub_has_ref,journal_name,publisher,date published
470,doi:10.5066/F7WQ02RM,TRUE,https://doi.org/10.3133/ofr03495,FALSE,"Magnetotelluric data release for locating the Archean/Proterozoic suture zone, east-central Tooele County, Utah",US Geological Survey,{'date-parts': [[2003]]}
471,doi:10.5066/P9N10OX1,TRUE,https://doi.org/XX.XXXX,,,,
472,doi:10.5066/F7JD4TWT,TRUE,https://doi.org/10.3133/sir20165089,FALSE,"Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming",US Geological Survey,{'date-parts': [[2016]]}
473,doi:10.5066/F75D8PW8,TRUE,https://doi.org/10.3133/ofr20141163,FALSE,Spatially explicit modeling of greater sage-grouse (<i>Centrocercus urophasianus</i>) habitat in Nevada and northeastern California: a decision-support tool for management,US Geological Survey,{'date-parts': [[2014]]}
474,doi:10.5066/F7MP51DS,TRUE,https://doi.org/10.3133/ofr20161189,FALSE,Estimating natural monthly streamflows in California and the likelihood of anthropogenic modification,US Geological Survey,{'date-parts': [[2016]]}
475,doi:10.5066/P9NT387B,TRUE,https://doi.org/10.1029/2019WR025001,TRUE,Advances in Quantifying Streamflow Variability Across Continental Scales: 1. Identifying Natural and Anthropogenic Controlling Factors in the USA Using a Spatially Explicit Modeling Method,American Geophysical Union (AGU),"{'date-parts': [[2019, 12, 18]]}"
476,doi:10.5066/F7S181PH,TRUE,https://doi.org/10.1007/s10040-018-1872-5,TRUE,"Groundwater salinity mapping using geophysical log analysis within the Fruitvale and Rosedale Ranch oil fields, Kern County, California, USA",Springer Science and Business Media LLC,"{'date-parts': [[2018, 9, 26]]}"
477,doi:10.5066/F7VX0FSC,TRUE,https://doi.org/10.1002/nsg.12023,TRUE,Preferential groundwater seepage in karst terrane inferred from geoelectric measurements,Wiley,"{'date-parts': [[2018, 12, 6]]}"
478,doi:10.5066/F7TH8KXD,TRUE,https://doi.org/10.7717/peerj.5276,TRUE,The influence of different deep-sea coral habitats on sediment macrofaunal community structure and function,PeerJ,"{'date-parts': [[2018, 7, 20]]}"
479,doi:10.5066/F7668BN7,TRUE,https://doi.org/10.3133/sir20135077,FALSE,"Properties of basin-fill deposits, a 1971–2000 water budget, and surface-water-groundwater interactions in the upper Humboldt River basin, northeastern Nevada",US Geological Survey,{'date-parts': [[2013]]}
480,doi:10.5066/P9USE8CH,TRUE,https://doi.org/10.1650/CONDOR-17-128.1,TRUE,Reproductive response of Arizona Grasshopper Sparrows to weather patterns and habitat structure,Oxford University Press (OUP),
481,doi:10.5066/F7FF3R9D,TRUE,https://doi.org/10.3133/sir20185069,FALSE,"Bend-scale geomorphic classification and assessment of the Lower Missouri River from Sioux City, Iowa, to the Mississippi River for application to pallid sturgeon management",US Geological Survey,{'date-parts': [[2018]]}
482,doi:10.5066/P9Q86Z7D,TRUE,https://doi.org/10.3133/SIR-XXXX,,,,
483,doi:10.5066/F7Z89BB3,TRUE,https://doi.org/10.1080/01431161.2018.1519642,TRUE,"Exploring relationships of spring green-up to moisture and temperature across Wyoming, U.S.A",Informa UK Limited,"{'date-parts': [[2018, 10, 16]]}"
484,doi:10.5066/P9NFK0K4,TRUE,https://doi.org/10.3133/ds1077,FALSE,"Chirp subbottom profile data collected in 2015 from the northern Chandeleur Islands, Louisiana",US Geological Survey,{'date-parts': [[2018]]}
485,doi:10.5066/P9CW5VUC,TRUE,https://doi.org/10.1002/eap.2085,TRUE,"Rapid peat development beneath created, maturing mangrove forests: ecosystem changes across a 25‐yr chronosequence",Wiley,"{'date-parts': [[2020, 3, 2]]}"
486,doi:10.5066/P9W0TX9Y,TRUE,https://doi.org/10.3133/tm7C22,FALSE,User’s manual for the Draper climate-distribution software suite with data‑evaluation tools,US Geological Survey,{'date-parts': [[2019]]}
487,doi:10.5066/F7CZ363N,TRUE,https://doi.org/10.1021/acs.estlett.7b00505,FALSE,Occurrence of Dichloroacetamide Herbicide Safeners and Co-Applied Herbicides in Midwestern U.S. Streams,American Chemical Society (ACS),"{'date-parts': [[2017, 12, 5]]}"
488,doi:10.5066/F7CR5SBH,TRUE,https://doi.org/10.1371/journal.pone.0201951,TRUE,"Multi-year data from satellite- and ground-based sensors show details and scale matter in assessing climate’s effects on wetland surface water, amphibians, and landscape conditions",Public Library of Science (PLoS),"{'date-parts': [[2018, 9, 7]]}"
489,doi:10.5066/F78P5Z1X,TRUE,https://doi.org/10.3389/fevo.2017.00085,TRUE,Mechanisms Associated with an Advance in the Timing of Seasonal Reproduction in an Urban Songbird,Frontiers Media SA,"{'date-parts': [[2017, 8, 2]]}"
490,doi:10.5066/P9WRFUDQ,TRUE,https://doi.org/10.1002/ieam.4155,TRUE,Sampling Designs for Landscape‐level eDNA Monitoring Programs,Wiley,"{'date-parts': [[2019, 8, 7]]}"
491,doi:10.5066/P9Z39TII,TRUE,https://doi.org/10.3133/sir20195062,FALSE,"Evaluation of groundwater resources in the Spanish Valley Watershed, Grand and San Juan Counties, Utah",US Geological Survey,{'date-parts': [[2019]]}
492,doi:10.5066/F7G44NFJ,TRUE,https://doi.org/10.1007/s12237-016-0177-y,TRUE,A Landscape-Scale Assessment of Above- and Belowground Primary Production in Coastal Wetlands: Implications for Climate Change-Induced Community Shifts,Springer Science and Business Media LLC,"{'date-parts': [[2016, 10, 24]]}"
493,doi:10.5066/F70C4SXJ,TRUE,https://doi.org/10.3354/esr00819,FALSE,δ13C and δ15N in the endangered Kemp’s ridley sea turtle Lepidochelys kempii after the Deepwater Horizon oil spill,Inter-Research Science Center,
494,doi:10.5066/F73T9FCJ,TRUE,https://doi.org/10.1029/2018GB005897,TRUE,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,American Geophysical Union (AGU),"{'date-parts': [[2018, 5, 16]]}"
495,doi:10.5066/P97R4ES3,TRUE,https://doi.org/10.1016/j.rse.2016.09.020,FALSE,Statistical correction of lidar-derived digital elevation models with multispectral airborne imagery in tidal marshes,Elsevier BV,
496,doi:10.5066/F7HQ3X4M,TRUE,https://doi.org/10.1016/j.dsr.2017.03.009,FALSE,Demersal fish assemblages on seamounts and other rugged features in the northeastern Caribbean,Elsevier BV,
497,doi:10.5066/F79021VS,TRUE,https://doi.org/10.3133/sir20155164,FALSE,"Volcanic aquifers of Hawai‘i—Hydrogeology, water budgets, and conceptual models",US Geological Survey,{'date-parts': [[2018]]}
498,doi:10.5066/F7BR8QFV,TRUE,https://doi.org/10.1016/j.jaridenv.2017.05.008,FALSE,Spatial and temporal variability in the effects of wildfire and drought on thermal habitat for a desert trout,Elsevier BV,
499,doi:10.5066/F7T43RZ7,TRUE,https://doi.org/10.5066/F7V122T2,,,,
500,doi:10.5066/F7C8286J,TRUE,https://doi.org/10.1016/j.ecss.2018.03.026,FALSE,Early growth interactions between a mangrove and an herbaceous salt marsh species are not affected by elevated CO2 or drought,Elsevier BV,
501,doi:10.5066/P90MACYS,TRUE,https://doi.org/10.3390/rs11080976,TRUE,Modeling Barrier Island Habitats Using Landscape Position Information,MDPI AG,"{'date-parts': [[2019, 4, 24]]}"
502,doi:10.5066/F78C9V6B,TRUE,https://doi.org/10.3133/sir20185043,FALSE,"Flood-inundation maps for the Pawtuxet River in West Warwick, Warwick, and Cranston, Rhode Island",US Geological Survey,{'date-parts': [[2018]]}
503,doi:10.5066/F7H70CZS,TRUE,https://doi.org/10.1675/063.040.0305,FALSE,"Standardization and Application of an Index of Community Integrity for Waterbirds in the Chesapeake Bay, USA",Waterbird Society,
504,doi:10.5066/P9USHPMJ,TRUE,https://doi.org/10.1016/j.envsoft.2018.09.023,FALSE,"The U. S. Geological Survey National Hydrologic Model infrastructure: Rationale, description, and application of a watershed-scale model for the conterminous United States",Elsevier BV,
505,doi:10.5066/F71V5C2W,TRUE,https://doi.org/10.3996/112015-JFWM-116,FALSE,Identifying Kittlitz's Murrelet Nesting Habitat in North America at the Landscape Scale,U.S. Fish and Wildlife Service,"{'date-parts': [[2016, 6, 1]]}"
506,doi:10.5066/P9SA4LZZ,TRUE,https://doi.org/10.3133/sir20185105,FALSE,"Hydrologic Influences on Water Levels at Three Oaks Recreation Area, Crystal Lake, Illinois, April 14 through September 27, 2016",US Geological Survey,{'date-parts': [[2019]]}
507,doi:10.5066/F7Z31WW4,TRUE,https://doi.org/10.1016/j.foreco.2018.01.036,FALSE,"Evaluating and monitoring forest fuel treatments using remote sensing applications in Arizona, U.S.A.",Elsevier BV,
508,doi:10.5066/F78P5ZGR,TRUE,https://doi.org/10.3133/ofr20171146,FALSE,Timing of warm water refuge use in Crystal River National Wildlife Refuge by manatees—Results and insights from Global Positioning System telemetry data,US Geological Survey,{'date-parts': [[2017]]}
509,doi:10.5066/F7CJ8BKB,TRUE,https://doi.org/10.3133/ds1017,FALSE,"Digital geologic map data for the Ozark National Scenic Riverways and adjacent areas along the Current River and Jacks Fork, Missouri",US Geological Survey,{'date-parts': [[2016]]}
510,doi:10.5066/F7BV7DQC,TRUE,https://doi.org/10.3133/ofr20181062,FALSE,"Measurements of erosion potential using Gust chamber in Yolo Bypass near Sacramento, California",US Geological Survey,{'date-parts': [[2018]]}
511,doi:10.5066/F7KK98XK,TRUE,https://doi.org/10.3133/ds1050,FALSE,"Results of hydrologic monitoring of a landslide-prone hillslope in Portland’s West Hills, Oregon, 2006–2017",US Geological Survey,{'date-parts': [[2017]]}
512,doi:10.5066/F7MG7N0J,TRUE,https://doi.org/10.3133/sir20175123,FALSE,"Flood-inundation maps for the White River at Noblesville, Indiana",US Geological Survey,{'date-parts': [[2017]]}
513,doi:10.5066/F7V122WZ,TRUE,https://doi.org/10.3133/sim3364,FALSE,"Sedimentation survey of Lago Lucchetti, Yauco, Puerto Rico, September 2013–May 2014",US Geological Survey,{'date-parts': [[2016]]}
514,doi:10.5066/F7SJ1JVG,TRUE,https://doi.org/10.1002/2017WR021970,TRUE,On the Sensitivity of Annual Streamflow to Air Temperature,American Geophysical Union (AGU),"{'date-parts': [[2018, 4, 2]]}"
515,doi:10.5066/F75D8QQF,TRUE,https://doi.org/10.5066/F7V122T2,,,,
516,doi:10.5066/F71G0JGN,TRUE,https://doi.org/10.1002/ece3.4345,TRUE,Flyway structure in the circumpolar greater white‐fronted goose,Wiley,"{'date-parts': [[2018, 7, 30]]}"
517,doi:10.5066/P90P3Q6F,TRUE,https://doi.org/10.1007/s00244-018-00591-9,TRUE,Absence of PCB Hot Spot Effect in Walleye Sander vitreus from Lower Green Bay of Lake Michigan,Springer Science and Business Media LLC,"{'date-parts': [[2019, 1, 8]]}"
518,doi:10.5066/F72J69RM,TRUE,https://doi.org/10.1371/journal.pone.0198382,TRUE,"Modeling effects of crop production, energy development and conservation-grassland loss on avian habitat",Public Library of Science (PLoS),"{'date-parts': [[2019, 1, 9]]}"
519,doi:10.5066/P9WYD6LS,TRUE,https://doi.org/10.3133/sir20195067,FALSE,"Flood-inundation maps for a 23-mile reach of the Medina River at Bandera, Texas, 2018",US Geological Survey,{'date-parts': [[2019]]}
520,doi:10.5066/F7125RVT,TRUE,https://doi.org/10.3390/rs10010005,TRUE,The Impact of Lidar Elevation Uncertainty on Mapping Intertidal Habitats on Barrier Islands,MDPI AG,"{'date-parts': [[2017, 12, 21]]}"
521,doi:10.5066/F7BR8QP0,TRUE,https://doi.org/10.1016/j.apgeochem.2017.11.002,FALSE,"Radium mobility and the age of groundwater in public-drinking-water supplies from the Cambrian-Ordovician aquifer system, north-central USA",Elsevier BV,
522,doi:10.5066/F7FJ2FNT,TRUE,https://doi.org/10.1002/2017GL072944,TRUE,"Spatiotemporal evolution of the 2011 Prague, Oklahoma, aftershock sequence revealed using subspace detection and relocation",American Geophysical Union (AGU),"{'date-parts': [[2017, 7, 18]]}"
523,doi:10.5066/F72V2FBG,TRUE,https://doi.org/10.3133/ofr20181079,FALSE,Compilation and analysis of multiple groundwater-quality datasets for Idaho,US Geological Survey,{'date-parts': [[2018]]}
524,doi:10.5066/F7BZ6460,TRUE,https://doi.org/10.3133/ofr20171079,FALSE,Compilation of geospatial data for the mineral industries and related infrastructure of Latin America and the Caribbean,US Geological Survey,{'date-parts': [[2017]]}
525,doi:10.5066/F7CJ8CDH,TRUE,https://doi.org/10.3133/fs20183057,FALSE,"New insights into surface-water/groundwater exchanges in the Guadalupe River, Texas, from floating geophysical methods",US Geological Survey,{'date-parts': [[2018]]}
526,doi:10.5066/F7D799CT,TRUE,https://doi.org/10.5066/F7H70DB4,,,,
527,doi:10.5066/F7KW5D6D,TRUE,https://doi.org/10.1186/s13021-017-0070-4,TRUE,A carbon balance model for the great dismal swamp ecosystem,Springer Science and Business Media LLC,"{'date-parts': [[2017, 1, 25]]}"
528,doi:10.5066/P9WOUJD3,TRUE,https://doi.org/10.3133/fs20183073,FALSE,"Assessment of undiscovered continuous oil and gas resources in the Wolfcamp Shale and Bone Spring Formation of the Delaware Basin, Permian Basin Province, New Mexico and Texas, 2018",US Geological Survey,{'date-parts': [[2018]]}
529,doi:10.5066/F7TX3DN0,TRUE,https://doi.org/10.3133/sir20185157,FALSE,A Methodology to Assess the National and Regional Impacts of U.S. Wind Energy Development on Birds and Bats,US Geological Survey,{'date-parts': [[2019]]}
530,doi:10.5066/P9F9618G,TRUE,https://doi.org/10.3390/rs10060913,TRUE,"Applying High-Resolution Imagery to Evaluate Restoration-Induced Changes in Stream Condition, Missouri River Headwaters Basin, Montana",MDPI AG,"{'date-parts': [[2018, 6, 9]]}"
531,doi:10.5066/P9OFYN3C,TRUE,https://doi.org/10.3133/sir20185103,FALSE,"Distribution of mining-related trace elements in streambed and flood-plain sediment along the middle Big River and tributaries in the Southeast Missouri Barite District, 2012–15",US Geological Survey,{'date-parts': [[2018]]}
532,doi:10.5066/P9VLR5UT,TRUE,https://doi.org/10.1002/REC.129341,,,,
533,doi:10.5066/F7VQ320K,TRUE,https://doi.org/doi:10.3133/sir20185061,FALSE,"Comparability among four invertebrate sampling methods and two multimetric indexes, Fountain Creek Basin, Colorado, 2010–2012",US Geological Survey,{'date-parts': [[2018]]}
534,doi:10.5066/P91SK721,TRUE,https://doi.org/10.3133/fs20203001,FALSE,"Assessment of undiscovered oil and gas resources in the Central North Slope of Alaska, 2020",US Geological Survey,{'date-parts': [[2020]]}
535,doi:10.5066/P9UNY0FR,TRUE,https://doi.org/10.1016/j.hal.2019.101730,FALSE,Algal toxins in Alaskan seabirds: Evaluating the role of saxitoxin and domoic acid in a large-scale die-off of Common Murres,Elsevier BV,
536,doi:10.5066/F71C1VSR,TRUE,https://doi.org/10.3133/ofr20171085,FALSE,Evaluation of the Radar Stage Sensor manufactured by Forest Technology Systems—Results of laboratory and field testing,US Geological Survey,{'date-parts': [[2018]]}
537,doi:10.5066/F7513XFN,TRUE,https://doi.org/10.3133/sir20185166,FALSE,"Spatial and temporal variability of harmful algal blooms in Milford Lake, Kansas, May through November 2016",US Geological Survey,{'date-parts': [[2019]]}
538,doi:10.5066/P9KTLXL8,TRUE,https://doi.org/10.1016/j.envpol.2019.01.122,FALSE,"Improved enrichment factor calculations through principal component analysis: Examples from soils near breccia pipe uranium mines, Arizona, USA",Elsevier BV,
539,doi:10.5066/P9Y99UFF,TRUE,https://doi.org/10.1002/ecs2.2279,TRUE,"Forecasting an invasive species’ distribution with global distribution data, local data, and physiological information",Wiley,"{'date-parts': [[2018, 5, 29]]}"
540,doi:10.5066/P998D45N,TRUE,https://doi.org/10.1186/s40317-019-0177-3,TRUE,Acoustic tag retention rate varies between juvenile green and hawksbill sea turtles,Springer Science and Business Media LLC,"{'date-parts': [[2019, 8, 24]]}"
541,doi:10.5066/F7639MXG,TRUE,https://doi.org/10.3133/sir20175012,FALSE,"Hydrology and water quality in 13 watersheds in Gwinnett County, Georgia, 2001–15",US Geological Survey,{'date-parts': [[2017]]}
542,doi:10.5066/F7FJ2DV3,TRUE,https://doi.org/10.3133/sir20185065,FALSE,Prioritization of oil and gas fields for regional groundwater monitoring based on a preliminary assessment of petroleum resource development and proximity to California’s groundwater resources,US Geological Survey,{'date-parts': [[2018]]}
543,doi:10.5066/F7DF6PDR,TRUE,https://doi.org/10.1016/j.rse.2015.12.043,FALSE,Evaluating Landsat 8 evapotranspiration for water use mapping in the Colorado River Basin,Elsevier BV,
544,doi:10.5066/F72J6B1M,TRUE,https://doi.org/10.1002/ecs2.1823,TRUE,"Potential impacts of overlapping land-use and climate in a sensitive dryland: a case study of the Colorado Plateau, USA",Wiley,"{'date-parts': [[2017, 5, 15]]}"
545,doi:10.5066/F7CN7202,TRUE,https://doi.org/10.1016/j.scitotenv.2017.06.156,FALSE,Complex mixtures of dissolved pesticides show potential aquatic toxicity in a synoptic study of Midwestern U.S. streams,Elsevier BV,
546,doi:10.5066/F7377766,TRUE,https://doi.org/10.1016/j.apgeochem.2017.07.014,FALSE,Methane in aquifers used for public supply in the United States,Elsevier BV,
